city,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,target
city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,2,100-500,Public Sector,1,0.0
city_16,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,1,0.0
city_55,Missing,No relevent experience,no_enrollment,Graduate,STEM,9,Missing,Missing,1,1.0
city_139,Male,Has relevent experience,no_enrollment,Masters,STEM,19,Missing,Missing,1,1.0
city_23,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Funded Startup,2,0.0
city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,13,Missing,Pvt Ltd,4,0.0
city_103,Male,No relevent experience,Part time course,High School,STEM,<1,10000+,Pvt Ltd,1,0.0
city_24,Male,No relevent experience,no_enrollment,Graduate,STEM,3,Missing,Missing,never,0.0
city_83,Male,No relevent experience,no_enrollment,Masters,No Major,15,1000-4999,Pvt Ltd,>4,0.0
city_26,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,0.0
city_102,Missing,No relevent experience,Part time course,Graduate,STEM,1,Missing,Missing,1,0.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,2,0.0
city_116,Male,Has relevent experience,no_enrollment,Masters,Other,6,1000-4999,Pvt Ltd,1,0.0
city_104,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,0.0
city_10,Male,Has relevent experience,no_enrollment,Masters,STEM,3,10/49,Funded Startup,1,0.0
city_16,Male,Has relevent experience,no_enrollment,Masters,Other,10,50-99,Pvt Ltd,1,0.0
city_103,Missing,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,1,0.0
city_114,Male,No relevent experience,no_enrollment,Graduate,Arts,9,Missing,Missing,never,0.0
city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,Funded Startup,1,0.0
city_53,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,0.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,>4,0.0
city_103,Male,No relevent experience,no_enrollment,Phd,STEM,15,10000+,NGO,3,1.0
city_73,Male,No relevent experience,Part time course,High School,STEM,4,Missing,Missing,1,0.0
city_24,Male,No relevent experience,no_enrollment,High School,STEM,4,Missing,Missing,never,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Public Sector,4,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,No Major,15,500-999,Public Sector,1,0.0
city_16,Missing,Has relevent experience,no_enrollment,High School,STEM,15,<10,Pvt Ltd,>4,0.0
city_103,Female,Has relevent experience,no_enrollment,Phd,Arts,15,1000-4999,Missing,1,0.0
city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,5000-9999,Pvt Ltd,3,0.0
city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,0.0
city_103,Female,Has relevent experience,no_enrollment,Masters,Arts,1,<10,Early Stage Startup,1,0.0
city_16,Male,No relevent experience,no_enrollment,Graduate,Humanities,8,50-99,Pvt Ltd,1,0.0
city_114,Missing,Has relevent experience,no_enrollment,High School,STEM,17,<10,Pvt Ltd,3,0.0
city_16,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,1.0
city_104,Male,No relevent experience,Full time course,High School,STEM,5,Missing,Missing,2,0.0
city_90,Male,Has relevent experience,Full time course,Masters,STEM,18,50-99,Pvt Ltd,>4,1.0
city_20,Missing,No relevent experience,Part time course,Graduate,STEM,5,Missing,Missing,never,1.0
city_101,Missing,Has relevent experience,Full time course,Graduate,STEM,1,<10,Early Stage Startup,never,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,17,Missing,Missing,4,1.0
city_102,Male,Has relevent experience,no_enrollment,Phd,STEM,19,500-999,Pvt Ltd,2,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,19,10000+,Pvt Ltd,2,0.0
city_16,Male,No relevent experience,no_enrollment,Graduate,STEM,4,Missing,Missing,2,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Funded Startup,1,0.0
city_116,Missing,No relevent experience,no_enrollment,Masters,Humanities,3,Missing,Missing,2,1.0
city_62,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Funded Startup,1,0.0
city_100,Male,Has relevent experience,no_enrollment,Masters,STEM,2,<10,Pvt Ltd,never,0.0
city_99,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,<10,Pvt Ltd,3,0.0
city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,6,Missing,Missing,1,0.0
city_103,Missing,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Missing,1,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,never,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,never,1.0
city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Pvt Ltd,1,0.0
city_114,Male,No relevent experience,Part time course,High School,STEM,6,50-99,Pvt Ltd,2,0.0
city_75,Male,No relevent experience,no_enrollment,Primary School,STEM,6,Missing,Pvt Ltd,never,0.0
city_23,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,100-500,Funded Startup,>4,0.0
city_100,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,0.0
city_11,Missing,Has relevent experience,no_enrollment,Masters,STEM,18,Missing,Missing,1,1.0
city_160,Male,No relevent experience,no_enrollment,Primary School,STEM,3,Missing,Missing,1,0.0
city_103,Missing,No relevent experience,no_enrollment,Graduate,Humanities,10,10/49,Missing,3,0.0
city_114,Missing,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,>4,0.0
city_103,Missing,No relevent experience,no_enrollment,Primary School,STEM,4,Missing,Missing,never,0.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Funded Startup,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Funded Startup,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,>4,0.0
city_145,Male,No relevent experience,Full time course,Graduate,STEM,2,Missing,Missing,2,0.0
city_16,Female,Has relevent experience,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Missing,never,0.0
city_114,Missing,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Missing,>4,0.0
city_114,Male,No relevent experience,no_enrollment,Masters,STEM,19,100-500,Pvt Ltd,4,0.0
city_114,Male,No relevent experience,Full time course,Graduate,STEM,2,Missing,Missing,1,0.0
city_107,Missing,No relevent experience,Full time course,Phd,STEM,7,Missing,Public Sector,>4,1.0
city_160,Male,No relevent experience,Full time course,Graduate,STEM,6,Missing,Missing,3,0.0
city_105,Missing,No relevent experience,Part time course,Graduate,STEM,1,50-99,Pvt Ltd,1,0.0
city_28,Missing,No relevent experience,no_enrollment,High School,STEM,3,Missing,Missing,never,0.0
city_103,Male,No relevent experience,no_enrollment,Primary School,STEM,8,Missing,Missing,never,0.0
city_18,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Early Stage Startup,1,0.0
city_103,Male,No relevent experience,Full time course,High School,STEM,5,Missing,Missing,1,0.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,2,1.0
city_100,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,12,10000+,Pvt Ltd,2,0.0
city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,20,500-999,Pvt Ltd,1,0.0
city_123,Missing,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,3,0.0
city_98,Male,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Missing,>4,0.0
city_102,Male,Has relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,1,0.0
city_19,Missing,No relevent experience,no_enrollment,Graduate,STEM,6,Missing,Missing,4,1.0
city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,Missing,Missing,1,0.0
city_114,Missing,Has relevent experience,no_enrollment,High School,STEM,10,50-99,Pvt Ltd,2,1.0
city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,1.0
city_100,Male,Has relevent experience,no_enrollment,High School,STEM,>20,100-500,Pvt Ltd,>4,0.0
city_90,Male,Has relevent experience,Part time course,Graduate,STEM,10,Missing,Missing,1,1.0
city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,3,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Funded Startup,1,1.0
city_102,Missing,Has relevent experience,Part time course,Graduate,STEM,7,10/49,Funded Startup,3,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,<10,Pvt Ltd,3,0.0
city_160,Male,Has relevent experience,no_enrollment,High School,STEM,12,100-500,Public Sector,4,0.0
city_16,Missing,Has relevent experience,no_enrollment,High School,STEM,5,10/49,Funded Startup,1,0.0
city_114,Male,Has relevent experience,no_enrollment,Masters,Other,17,10/49,Pvt Ltd,1,0.0
city_65,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,<10,Pvt Ltd,1,0.0
city_104,Male,No relevent experience,no_enrollment,Graduate,STEM,8,5000-9999,Pvt Ltd,1,0.0
city_162,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,1000-4999,Pvt Ltd,>4,1.0
city_114,Male,Has relevent experience,Full time course,High School,STEM,12,10/49,Pvt Ltd,>4,0.0
city_103,Male,Has relevent experience,Part time course,Graduate,STEM,5,10/49,Pvt Ltd,>4,0.0
city_21,Other,Has relevent experience,Full time course,Graduate,STEM,5,Missing,Pvt Ltd,never,1.0
city_64,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,0.0
city_116,Male,Has relevent experience,Full time course,Masters,STEM,>20,100-500,Pvt Ltd,>4,0.0
city_114,Missing,No relevent experience,no_enrollment,Masters,STEM,18,100-500,Missing,3,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,>4,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Early Stage Startup,3,0.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,4,0.0
city_21,Male,No relevent experience,no_enrollment,Masters,STEM,8,50-99,NGO,1,0.0
city_162,Male,No relevent experience,Full time course,High School,STEM,3,Missing,Missing,1,0.0
city_71,Male,Has relevent experience,Full time course,Graduate,STEM,13,100-500,NGO,1,0.0
city_61,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,0.0
city_28,Missing,No relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,>4,1.0
city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Public Sector,3,0.0
city_9,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,2,0.0
city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,>4,0.0
city_103,Female,Has relevent experience,Part time course,Graduate,STEM,18,100-500,Public Sector,>4,0.0
city_155,Missing,No relevent experience,no_enrollment,Graduate,STEM,6,10/49,Public Sector,1,1.0
city_21,Male,No relevent experience,Full time course,Graduate,STEM,2,<10,Pvt Ltd,1,1.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,0.0
city_75,Male,Has relevent experience,no_enrollment,Graduate,Other,11,50-99,Pvt Ltd,1,0.0
city_21,Missing,No relevent experience,Full time course,High School,STEM,4,Missing,Missing,never,0.0
city_21,Male,No relevent experience,Full time course,High School,STEM,6,Missing,Missing,never,1.0
city_152,Male,No relevent experience,Full time course,Graduate,STEM,4,Missing,Pvt Ltd,never,0.0
city_14,Male,Has relevent experience,no_enrollment,Masters,STEM,16,5000-9999,Pvt Ltd,3,0.0
city_76,Missing,Has relevent experience,no_enrollment,Graduate,STEM,10,Missing,Pvt Ltd,never,0.0
city_73,Male,No relevent experience,Part time course,Graduate,STEM,7,Missing,Public Sector,1,0.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,1.0
city_39,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,0.0
city_69,Missing,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,0.0
city_131,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,0.0
city_50,Missing,No relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,0.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,4,0.0
city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,1,0.0
city_146,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,1.0
city_149,Male,No relevent experience,Full time course,Graduate,STEM,1,Missing,Missing,1,1.0
city_99,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,1.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,5,Missing,Missing,1,1.0
city_102,Male,No relevent experience,Full time course,Graduate,STEM,5,Missing,Missing,never,0.0
city_16,Male,Has relevent experience,no_enrollment,Masters,Humanities,3,100-500,Public Sector,1,0.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,3,1.0
city_142,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,Missing,Missing,>4,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,1.0
city_24,Missing,Has relevent experience,no_enrollment,Masters,STEM,2,1000-4999,Pvt Ltd,1,0.0
city_61,Male,Has relevent experience,no_enrollment,Primary School,STEM,11,50-99,Funded Startup,1,1.0
city_61,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,0.0
city_50,Female,No relevent experience,Part time course,High School,STEM,<1,<10,Missing,1,0.0
city_1,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,4,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,<10,Pvt Ltd,>4,0.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Missing,1,0.0
city_103,Missing,No relevent experience,Part time course,Graduate,STEM,18,10000+,Pvt Ltd,2,0.0
city_136,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,0.0
city_103,Missing,Has relevent experience,no_enrollment,Graduate,STEM,<1,Missing,Missing,1,0.0
city_165,Missing,No relevent experience,Part time course,High School,STEM,1,Missing,Missing,1,1.0
city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,>4,1.0
city_160,Male,No relevent experience,no_enrollment,High School,STEM,1,Missing,Missing,1,1.0
city_103,Male,No relevent experience,no_enrollment,High School,STEM,9,Missing,Missing,1,0.0
city_23,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,<10,Funded Startup,1,0.0
city_64,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,50-99,Pvt Ltd,>4,0.0
city_103,Male,No relevent experience,Full time course,Graduate,STEM,14,Missing,Missing,1,0.0
city_21,Missing,No relevent experience,no_enrollment,Graduate,STEM,<1,Missing,Missing,3,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,1.0
city_45,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,never,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Early Stage Startup,1,0.0
city_11,Missing,Has relevent experience,no_enrollment,Masters,STEM,2,100-500,Missing,1,0.0
city_41,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,4,0.0
city_136,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,0.0
city_28,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,1,0.0
city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,4,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,>4,0.0
city_103,Male,Has relevent experience,no_enrollment,High School,STEM,8,100-500,NGO,>4,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,0.0
city_21,Missing,No relevent experience,no_enrollment,Graduate,STEM,2,5000-9999,Public Sector,1,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,3,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,2,0.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,0.0
city_103,Missing,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,4,0.0
city_67,Missing,No relevent experience,Full time course,Graduate,STEM,6,Missing,Missing,1,0.0
city_65,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Missing,Missing,1,1.0
city_21,Missing,Has relevent experience,Full time course,Graduate,STEM,3,<10,Early Stage Startup,never,1.0
city_103,Missing,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,NGO,>4,0.0
city_103,Missing,No relevent experience,no_enrollment,Graduate,STEM,1,Missing,Missing,never,0.0
city_11,Male,No relevent experience,Part time course,Graduate,STEM,3,10/49,Pvt Ltd,1,0.0
city_116,Male,No relevent experience,Full time course,High School,STEM,4,Missing,Missing,1,0.0
city_28,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,1.0
city_103,Missing,No relevent experience,no_enrollment,Graduate,Arts,2,1000-4999,Pvt Ltd,2,1.0
city_136,Missing,No relevent experience,Part time course,Graduate,STEM,5,Missing,Missing,1,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,500-999,Funded Startup,3,1.0
city_61,Male,Has relevent experience,no_enrollment,High School,STEM,>20,Missing,Missing,>4,0.0
city_43,Missing,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1,0.0
city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,0.0
city_27,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,0.0
city_57,Male,No relevent experience,Full time course,Graduate,STEM,6,Missing,Missing,never,0.0
city_50,Male,No relevent experience,Full time course,Graduate,STEM,5,Missing,Missing,never,0.0
city_67,Missing,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Pvt Ltd,1,0.0
city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,2,0.0
city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,18,1000-4999,Pvt Ltd,2,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,2,1.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,0.0
city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,18,Missing,Public Sector,4,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,Missing,Missing,4,0.0
